商品名称,物品编号,物品名称,单耗,单位
实惠满足 5,PA99013,小纸袋,1.0,pc
实惠满足 5,SE05001,BBQ酱,10.0,g
实惠满足 5,PA99008,4#全鸡袋,1.0,pc
实惠满足 5,PA99025,一次性餐包,1.0,pc
实惠满足 5,PA99023,手套,1.0,pc
实惠满足 5,PA99018,打包袋 (小号),1.0,pc
实惠满足 5,PA99010,铝箔烤翅袋,1.0,pc
实惠满足 5,PA99016,托盘纸,1.0,pc
家庭套装,PA99020,单杯袋,3.0,pc
家庭套装,PA99001,16A 冷杯,3.0,pc
家庭套装,BE01004,百事可乐原味,175.0,g
家庭套装,PA99024,PLA尖头吸管,3.0,pc
家庭套装,PA99027,哑光塑料封口膜,3.0,pc
家庭套装,PA99006,中薯盒,1.0,pc
家庭套装,FR02001,薯条细款7mm,150.0,g
家庭套装,DR02001,起酥油,70.0,g
家庭套装,SA01008,甜辣酱（大包）,60.0,g
家庭套装,SA01009,番茄酱（大包）,60.0,g
家庭套装,DR06002,盐,1.0,g
家庭套装,PA99018,打包袋 (小号),2.0,pc
家庭套装,SA01013,番茄酱（小包）,1.0,pc
家庭套装,SA01010,辣椒酱（小包）,1.0,pc
家庭套装,PA99005,外卖筒形薯盒,1.0,pc
家庭套装,PA99016,托盘纸,2.0,pc
家庭套装,SE01001,腌泡粉,40.0,g
家庭套装,PA99023,手套,6.0,pc
家庭套装,FR05001,十块鸡,4.0,pc
家庭套装,DR02002,炸鸡炸粉,50.0,g
家庭套装,SA02001,沙拉酱,15.0,g
家庭套装,SE05002,辣味粉,10.0,g
家庭套装,PA99017,五合一汉堡纸,1.0,pc
家庭套装,FR01001,无骨方腿腿肉汉堡用,1.0,pc
家庭套装,DR01001,汉堡面包,1.0,pc
家庭套装,MK01019,生菜,15.0,g
家庭套装,PA99008,4#全鸡袋,1.0,pc
家庭套装,PA99025,一次性餐包,1.0,pc
家庭套装,CK01002,鸡块,5.0,pc
家庭套装,PA99014,大薯袋,1.0,pc
家庭套装,SA01003,甜辣酱（小包）,1.0,pc
家庭套装,PA99012,小号方底袋,1.0,pc
家庭套装,SA01004,番茄酱 （小包）,1.0,pc
家庭套装,BE02002,橙C粉,12.0,g
家庭套装,BE01001,百事零度,2.0,g
家庭套装,CK02004,肉丁（原味米花）,12.0,pc
家庭套装,PA99003,鸡米花盒,1.0,pc
家庭套装,FR03001,8寸面饼,1.0,pc
家庭套装,BE02001,泰式奶茶粉,24.0,g
家庭套装,PA99015,500PP杯（U型）,2.0,pc
小吃套装2,DR02001,J起酥油,20.0,g
小吃套装2,DR02002,炸鸡炸粉,15.0,g
小吃套装2,FR01004,翅根,1.0,pc
小吃套装2,SE05002,辣味粉,1.5,g
小吃套装2,CK02004,肉丁（原味米花）,12.0,pc
小吃套装2,PA99003,鸡米花盒,1.0,pc
小吃套装2,SA01008,甜辣酱（大包）,10.0,g
小吃套装2,PA99016,托盘纸,1.0,pc
小吃套装2,SA01009,番茄酱（大包）,10.0,g
小吃套装2,PA99018,打包袋 (小号),1.0,pc
小吃套装2,SA01013,番茄酱（小包）,1.0,pc
小吃套装2,PA99023,手套,1.0,pc
小吃套装2,FR01005,翅中,1.0,pc
小吃套装2,PA99013,小纸袋,1.0,pc
小吃套装2,PA99008,4#全鸡袋,1.0,pc
小吃套装2,PA99025,一次性餐包,1.0,pc
小吃套装2,CK01002,鸡块,5.0,pc
小吃套装2,PA99014,大薯袋,1.0,pc
小吃套装2,SA01003,甜辣酱（小包）,1.0,pc
小吃套装2,PA99012,小号方底袋,1.0,pc
小吃套装2,SA01004,番茄酱 （小包）,1.0,pc
小吃套餐1,PA99025,一次性餐包,1.0,pc
小吃套餐1,SE05002,辣味粉,10.0,g
小吃套餐1,DR02001,起酥油,10.0,g
小吃套餐1,FR01004,翅根,2.0,pc
小吃套餐1,PA99018,打包袋 (小号),1.0,pc
小吃套餐1,DR02002,炸鸡炸粉,10.0,g
小吃套餐1,CK01002,鸡块,1.0,pc
小吃套餐1,SA01003,甜辣酱（小包）,1.0,pc
小吃套餐1,PA99012,小号方底袋,1.0,pc
小吃套餐1,SA01004,番茄酱 （小包）,1.0,pc
小吃套餐1（原价）,PA99008,4#全鸡袋,2.0,pc
小吃套餐1（原价）,PA99025,一次性餐包,2.0,pc
小吃套餐1（原价）,SE05002,辣味粉,10.0,g
小吃套餐1（原价）,DR02001,起酥油,20.0,g
小吃套餐1（原价）,FR01004,翅根,2.0,pc
小吃套餐1（原价）,PA99018,打包袋 (小号),2.0,pc
小吃套餐1（原价）,DR02002,炸鸡炸粉,10.0,g
小吃套餐1（原价）,CK01002,鸡块,5.0,pc
小吃套餐1（原价）,PA99014,大薯袋,1.0,pc
小吃套餐1（原价）,SA01003,甜辣酱（小包）,1.0,pc
小吃套餐1（原价）,PA99012,小号方底袋,1.0,pc
小吃套餐1（原价）,SA01004,番茄酱 （小包）,1.0,pc
小吃套餐1（原价）,PA99023,手套,1.0,pc
小吃套餐2,CK02004,肉丁（原味米花）,12.0,pc
小吃套餐2,PA99003,鸡米花盒,1.0,pc
小吃套餐2,DR02001,起酥油,10.0,g
小吃套餐2,PA99018,打包袋 (小号),1.0,pc
小吃套餐2,SA01013,番茄酱（小包）,1.0,pc
小吃套餐2,PA99008,4#全鸡袋,1.0,pc
小吃套餐2,PA99025,一次性餐包,1.0,pc
小吃套餐2,SE05002,辣味粉,10.0,g
小吃套餐2,FR01004,翅根,2.0,pc
小吃套餐2,DR02002,炸鸡炸粉,10.0,g
小食套餐 1,CK02004,肉丁（原味米花）,12.0,pc
小食套餐 1,PA99003,鸡米花盒,1.0,pc
小食套餐 1,DR02001,起酥油,10.0,g
小食套餐 1,SA01001,甜辣酱（大包）,10.0,g
小食套餐 1,PA99016,托盘纸,1.0,pc
小食套餐 1,SA01002,番茄酱（大包）,10.0,g
小食套餐 1,PA99001,16A 冷杯,1.0,pc
小食套餐 1,BE01004,百事可乐原味,25.0,g
小食套餐 1,PA99024,PLA尖头吸管,1.0,pc
小食套餐 3,PA99001,16A 冷杯,1.0,pc
小食套餐 3,BE01004,百事可乐原味,25.0,g
小食套餐 3,PA99024,PLA尖头吸管,1.0,pc
小食套餐 3,DR02001,起酥油,10.0,g
小食套餐 3,PA99016,托盘纸,1.0,pc
小食套餐 3,FR01005,翅中,2.0,pc
小食套餐 3,SE05002,辣味粉,10.0,g
小食套餐 3,PA99023,手套,1.0,pc
小食套餐 3,DR02002,炸鸡炸粉,10.0,g
小食套餐 3,SA01008,辣椒酱（大包）,10.0,g
小食套餐 3,SA01009,番茄酱（大包）,10.0,g
小食套餐 3,PA99006,中薯盒,1.0,pc
小食套餐 3,FR02001,薯条细款7mm,150.0,g
小食套餐 3,DR06002,盐,1.0,g
小食套餐 3,PA99008,4#全鸡袋,1.0,pc
小食套餐 3,FR01003,鸡腿,1.0,pc
小食套餐 3,SA01001,甜辣酱（大包）,10.0,g
小食套餐 3,CK02003,鸡棒,5.0,pc
小食套餐 3,PA99013,小纸袋,1.0,pc
小食套餐 3,SA01002,番茄酱（大包）,10.0,g
小食套餐 3,CK01002,鸡块,5.0,pc
小食套餐 3,PA99014,大薯袋,1.0,pc
小食套餐 3,CK02004,肉丁（原味米花）,12.0,pc
小食套餐 3,PA99003,鸡米花盒,1.0,pc
小食套餐 3 (89฿),DR02001,起酥油,10.0,g
小食套餐 3 (89฿),SA01001,甜辣酱（大包）,10.0,g
小食套餐 3 (89฿),CK02003,鸡棒,5.0,pc
小食套餐 3 (89฿),PA99013,小纸袋,1.0,pc
小食套餐 3 (89฿),PA99016,托盘纸,1.0,pc
小食套餐 3 (89฿),SA01002,番茄酱（大包）,10.0,g
小食套餐 3 (89฿),CK01002,鸡块,5.0,pc
小食套餐 3 (89฿),PA99014,大薯袋,1.0,pc
小食套餐 3 (89฿),CK02004,肉丁（原味米花）,12.0,pc
小食套餐 3 (89฿),PA99003,鸡米花盒,1.0,pc
小食套餐 4,PA99008,4#全鸡袋,1.0,pc
小食套餐 4,SE05002,辣味粉,10.0,g
小食套餐 4,DR02001,起酥油,10.0,g
小食套餐 4,PA99023,手套,1.0,pc
小食套餐 4,SA01001,甜辣酱（大包）,10.0,g
小食套餐 4,DR02002,炸鸡炸粉,10.0,g
小食套餐 4,PA99013,小纸袋,1.0,pc
小食套餐 4,PA99016,托盘纸,1.0,pc
小食套餐 4,SA01002,番茄酱（大包）,10.0,g
小食套餐 4,CK01002,鸡块,5.0,pc
小食套餐 4,CK02003,鸡棒,5.0,pc
小食套餐 4,CK02004,肉丁（原味米花）,12.0,pc
小食套餐 4,PA99003,鸡米花盒,1.0,pc
小食套餐 4,SA01008,辣椒酱（大包）,10.0,g
小食套餐 4,SA01009,番茄酱（大包）,10.0,g
小食套餐 4,DR06002,盐,1.0,g
小食盛宴,SE05002,辣味粉,10.0,g
小食盛宴,DR02001,起酥油,10.0,g
小食盛宴,PA99023,手套,1.0,pc
小食盛宴,PA99004,65oz 桶(含盖),1.0,pc
小食盛宴,FR01004,翅根,8.0,pc
小食盛宴,DR02002,炸鸡炸粉,10.0,g
小食盛宴,PA99016,托盘纸,1.0,pc
小食盛宴,CK01002,鸡块,5.0,pc
小食盛宴,CK02004,肉丁（原味米花）,12.0,pc
小食盛宴,PA99003,鸡米花盒,1.0,pc
小食盛宴,PA99006,中薯盒,1.0,pc
小食盛宴,FR02001,薯条细款7mm,150.0,g
小食盛宴,SA01008,辣椒酱（大包）,10.0,g
小食盛宴,SA01009,番茄酱（大包）,10.0,g
小食盛宴,DR06002,盐,1.0,g
小食盛宴,PA99026,木勺,1.0,pc
小食盛宴,PA01007,玉米杯,1.0,pc
小食盛宴,MK01003,玉米粒,130.0,g
小食盛宴,PA01008,玉米杯盖,1.0,pc
小食盛宴,CK02003,鸡棒,5.0,pc
小食盛宴,PA99013,小纸袋,1.0,pc
小食盛宴,PA99001,16A 冷杯,1.0,pc
小食盛宴,PA99024,PLA尖头吸管,1.0,pc
小食盛宴,BE01004,百事可乐原味,25.0,g
开心乐园餐 4,SE05002,辣味粉,10.0,g
开心套餐5,PA99020,单杯袋,1.0,pc
开心套餐5,PA99001,16A 冷杯,1.0,pc
开心套餐5,BE01004,百事可乐原味,25.0,g
开心套餐5,PA99024,PLA尖头吸管,1.0,pc
开心套餐5,PA99027,哑光塑料封口膜,1.0,pc
开心套餐5,PA99006,中薯盒,1.0,pc
开心套餐5,FR02001,薯条细款7mm,150.0,g
开心套餐5,DR02001,起酥油,20.0,g
开心套餐5,SA01008,甜辣酱（大包）,10.0,g
开心套餐5,SA01009,番茄酱（大包）,10.0,g
开心套餐5,DR06002,盐,1.0,g
开心套餐5,PA99018,打包袋 (小号),1.0,pc
开心套餐5,SA01013,番茄酱（小包）,1.0,pc
开心套餐5,SA01010,辣椒酱（小包）,1.0,pc
开心套餐5,PA99005,外卖筒形薯盒,1.0,pc
开心套餐5,PA99016,托盘纸,1.0,pc
开心套餐5,DR02002,炸鸡炸粉,15.0,g
开心套餐5,FR01004,翅根,1.0,pc
开心套餐5,SE05002,辣味粉,1.5,g
开心套餐5,PA99035,小船盒,1.0,pc
开心套餐5,PA99023,手套,1.0,pc
开心套餐5,PA99004,65oz 桶(含盖),1.0,pc
开心套餐6,PA99020,单杯袋,1.0,pc
开心套餐6,PA99001,16A 冷杯,1.0,pc
开心套餐6,BE01004,百事可乐原味,25.0,g
开心套餐6,PA99024,PLA尖头吸管,1.0,pc
开心套餐6,PA99027,哑光塑料封口膜,1.0,pc
开心套餐6,DR02001,J起酥油,20.0,g
开心套餐6,DR02002,炸鸡炸粉,25.0,g
开心套餐6,FR01004,翅根,1.0,pc
开心套餐6,SE05002,辣味粉,11.5,g
开心套餐6,PA99035,小船盒,1.0,pc
开心套餐6,SA02001,沙拉酱,15.0,g
开心套餐6,PA99017,五合一汉堡纸,1.0,pc
开心套餐6,PA99023,手套,1.0,pc
开心套餐6,FR01001,无骨方腿腿肉汉堡用,1.0,pc
开心套餐6,SA01008,甜辣酱（大包）,10.0,g
开心套餐6,DR01001,汉堡面包,1.0,pc
开心套餐6,SA01009,番茄酱（大包）,10.0,g
开心套餐6,MK01019,生菜,15.0,g
开心套餐6,PA99016,托盘纸,1.0,pc
开心套餐6,PA99004,65oz 桶(含盖),1.0,pc
开心套餐6,GE99003,餐巾纸,1.0,pc
开心套餐6,SE01001,腌泡粉,3.0,g
开心套餐6,DR06001,"汉堡面包尺寸 4""",1.0,pc
开心套餐6,VE00004,生菜,15.0,g
心爱汉堡套餐,PA99001,16A 冷杯,2.0,pc
心爱汉堡套餐,BE01004,百事可乐原味,75.0,g
心爱汉堡套餐,PA99024,PLA尖头吸管,2.0,pc
心爱汉堡套餐,PA99027,哑光塑料封口膜,2.0,pc
心爱汉堡套餐,DR02001,起酥油,45.0,g
心爱汉堡套餐,SE01001,腌泡粉,10.0,g
心爱汉堡套餐,PA99023,手套,2.0,pc
心爱汉堡套餐,FR05001,十块鸡,1.0,pc
心爱汉堡套餐,DR02002,炸鸡炸粉,20.0,g
心爱汉堡套餐,SA01008,甜辣酱（大包）,20.0,g
心爱汉堡套餐,SA01009,番茄酱（大包）,25.0,g
心爱汉堡套餐,SA02001,沙拉酱,15.0,g
心爱汉堡套餐,SE05002,辣味粉,10.0,g
心爱汉堡套餐,PA99017,五合一汉堡纸,1.0,pc
心爱汉堡套餐,FR01001,无骨方腿腿肉汉堡用,1.0,pc
心爱汉堡套餐,DR01001,汉堡面包,1.0,pc
心爱汉堡套餐,MK01019,生菜,15.0,g
心爱汉堡套餐,PA99016,托盘纸,1.0,pc
心爱汉堡套餐,CK01002,鸡块,5.0,pc
心爱汉堡套餐,SA01001,甜辣酱（大包）,5.0,g
心爱汉堡套餐,PA99035,小船盒,1.0,pc
心爱鸡套餐,PA99001,16A 冷杯,2.0,pc
心爱鸡套餐,BE01004,百事可乐原味,50.0,g
心爱鸡套餐,PA99024,PLA尖头吸管,2.0,pc
心爱鸡套餐,PA99027,哑光塑料封口膜,2.0,pc
心爱鸡套餐,DR02001,起酥油,65.0,g
心爱鸡套餐,SE01001,腌泡粉,30.0,g
心爱鸡套餐,PA99023,手套,3.0,pc
心爱鸡套餐,FR05001,十块鸡,3.0,pc
心爱鸡套餐,DR02002,炸鸡炸粉,30.0,g
心爱鸡套餐,SA01008,甜辣酱（大包）,40.0,g
心爱鸡套餐,SA01009,番茄酱（大包）,45.0,g
心爱鸡套餐,PA99016,托盘纸,4.0,pc
心爱鸡套餐,PA99006,中薯盒,1.0,pc
心爱鸡套餐,FR02001,薯条细款7mm,150.0,g
心爱鸡套餐,DR06002,盐,1.0,g
心爱鸡套餐,PA99018,打包袋 (小号),1.0,pc
心爱鸡套餐,SA01013,番茄酱（小包）,1.0,pc
心爱鸡套餐,SA01010,辣椒酱（小包）,1.0,pc
心爱鸡套餐,PA99005,外卖筒形薯盒,1.0,pc
心爱鸡套餐,CK01002,鸡块,5.0,pc
心爱鸡套餐,SA01001,甜辣酱（大包）,5.0,g
心爱鸡套餐,PA99035,小船盒,1.0,pc
快乐套装4（原价）,SE05002,辣味粉,10.0,g
快乐套装4（原价）,DR02001,起酥油,20.0,g
快乐套装4（原价）,PA99023,手套,2.0,pc
快乐套装4（原价）,PA99004,65oz 桶(含盖),1.0,pc
快乐套装4（原价）,FR01004,翅根,8.0,pc
快乐套装4（原价）,DR02002,炸鸡炸粉,10.0,g
快乐套装4（原价）,PA99016,托盘纸,1.0,pc
快乐套装4（原价）,PA99001,16A 冷杯,1.0,pc
快乐套装4（原价）,BE01004,百事可乐原味,25.0,g
快乐套装4（原价）,PA99024,PLA尖头吸管,1.0,pc
快乐套装4（原价）,PA99027,哑光塑料封口膜,1.0,pc
快乐套装4（原价）,PA99008,4#全鸡袋,1.0,pc
快乐套装4（原价）,PA99025,一次性餐包,1.0,pc
快乐套装4（原价）,CK01002,鸡块,5.0,pc
快乐套装4（原价）,PA99014,大薯袋,1.0,pc
快乐套装4（原价）,SA01003,甜辣酱（小包）,1.0,pc
快乐套装4（原价）,PA99012,小号方底袋,1.0,pc
快乐套装4（原价）,PA99018,打包袋 (小号),1.0,pc
快乐套装4（原价）,SA01004,番茄酱 （小包）,1.0,pc
快乐套装7,PA99020,单杯袋,1.0,pc
快乐套装7,PA99001,16A 冷杯,1.0,pc
快乐套装7,BE01004,百事可乐原味,25.0,g
快乐套装7,PA99024,PLA尖头吸管,1.0,pc
快乐套装7,PA99027,哑光塑料封口膜,1.0,pc
快乐套装7,SA02001,沙拉酱,15.0,g
快乐套装7,PA99025,一次性餐包,1.0,pc
快乐套装7,PA99034,食安封签,1.0,pc
快乐套装7,DR01001,汉堡面包,1.0,pc
快乐套装7,PA99017,五合一汉堡纸,1.0,pc
快乐套装7,DR02001,起酥油,20.0,g
快乐套装7,FR01001,无骨方腿腿肉汉堡用,1.0,pc
快乐套装7,SA01013,番茄酱（小包）,1.0,pc
快乐套装7,MK01019,生菜,15.0,g
快乐套装7,SE05001,BBQ酱,15.0,g
快乐套装7,PA99023,手套,1.0,pc
快乐套装7,PA99016,托盘纸,1.0,pc
快乐套装7,SA01009,番茄酱（大包）,10.0,g
快乐套装7,SE05002,辣味粉,11.5,g
快乐套装7,DR02002,炸鸡炸粉,15.0,g
快乐套装7,FR01004,翅根,1.0,pc
快乐套装7,PA99035,小船盒,1.0,pc
快乐套装7,BE01002,百事七喜,1.0,g
快乐套装7,BE02001,泰式奶茶粉,12.0,g
快乐套装7,PA99015,500PP杯（U型）,1.0,pc
快乐套装7,PA99004,65oz 桶(含盖),1.0,pc
快乐套装7,PA99019,打包袋 (大号),1.0,pc
快乐套装7,VE00004,生菜,15.0,g
快乐套装7,PA99008,4#全鸡袋,1.0,pc
快乐套装7,PA99018,打包袋 (小号),1.0,pc
快乐套装7,SA01003,甜辣酱（小包）,1.0,pc
快乐套装7,SA01004,番茄酱 （小包）,1.0,pc
快乐套装7,BE01001,百事零度,1.0,g
快乐套餐2,BE01004,百事可乐原味,25.0,g
快乐套餐2,CK02004,肉丁（原味米花）,12.0,pc
快乐套餐2,DR02001,J起酥油,10.0,g
快乐套餐2,DR02002,炸鸡炸粉,10.0,g
快乐套餐2,FR01004,翅根,8.0,pc
快乐套餐2,PA99001,16A 冷杯,1.0,pc
快乐套餐2,PA99003,鸡米花盒,1.0,pc
快乐套餐2,PA99004,65oz 桶(含盖),1.0,pc
快乐套餐2,PA99008,全鸡袋,1.0,pc
快乐套餐2,PA99016,托盘纸,1.0,pc
快乐套餐2,PA99020,单杯袋,1.0,pc
快乐套餐2,PA99023,一次性手套,1.0,pc
快乐套餐2,PA99024,PLA尖头吸管,1.0,pc
快乐套餐2,PA99025,一次性餐包,1.0,pc
快乐套餐2,PA99027,哑光塑料封口膜,1.0,pc
快乐套餐2,SA01001,甜辣酱（大包）,10.0,g
快乐套餐2,SA01002,番茄酱,10.0,g
快乐套餐2,SE05002,辣味粉,10.0,g
快乐套餐2,SA01013,番茄酱（小包）,1.0,pc
快乐套餐3,PA99020,单杯袋,1.0,pc
快乐套餐3,PA99001,16A 冷杯,1.0,pc
快乐套餐3,BE01004,百事可乐原味,25.0,g
快乐套餐3,PA99024,PLA尖头吸管,1.0,pc
快乐套餐3,PA99027,哑光塑料封口膜,1.0,pc
快乐套餐3,DR02001,J起酥油,20.0,g
快乐套餐3,DR02002,炸鸡炸粉,15.0,g
快乐套餐3,FR01004,翅根,1.0,pc
快乐套餐3,SE05002,辣味粉,1.5,g
快乐套餐3,PA99035,小船盒,1.0,pc
快乐套餐3,SA01008,甜辣酱（大包）,10.0,g
快乐套餐3,CK02003,鸡棒,5.0,pc
快乐套餐3,PA99013,小纸袋,1.0,pc
快乐套餐3,PA99016,托盘纸,1.0,pc
快乐套餐3,SA01009,番茄酱（大包）,10.0,g
快乐套餐3,PA99018,打包袋 (小号),1.0,pc
快乐套餐3,SA01013,番茄酱（小包）,1.0,pc
快乐套餐3,SA01010,辣椒酱（小包）,1.0,pc
快乐套餐3,PA99023,手套,1.0,pc
快乐套餐5（原价）,SE05002,辣味粉,10.0,g
快乐套餐5（原价）,DR02001,起酥油,20.0,g
快乐套餐5（原价）,PA99023,手套,1.0,pc
快乐套餐5（原价）,PA99004,65oz 桶(含盖),1.0,pc
快乐套餐5（原价）,FR01004,翅根,8.0,pc
快乐套餐5（原价）,DR02002,炸鸡炸粉,10.0,g
快乐套餐5（原价）,PA99016,托盘纸,2.0,pc
快乐套餐5（原价）,PA99001,16A 冷杯,1.0,pc
快乐套餐5（原价）,BE01004,百事可乐原味,25.0,g
快乐套餐5（原价）,PA99024,PLA尖头吸管,1.0,pc
快乐套餐5（原价）,PA99027,哑光塑料封口膜,1.0,pc
快乐套餐5（原价）,PA99006,中薯盒,1.0,pc
快乐套餐5（原价）,FR02001,薯条细款7mm,150.0,g
快乐套餐5（原价）,SA01008,甜辣酱（大包）,10.0,g
快乐套餐5（原价）,SA01009,番茄酱（大包）,10.0,g
快乐套餐5（原价）,DR06002,盐,1.0,g
快乐套餐5（原价）,PA99018,打包袋 (小号),1.0,pc
快乐套餐5（原价）,SA01013,番茄酱（小包）,1.0,pc
快乐套餐5（原价）,SA01010,辣椒酱（小包）,1.0,pc
快乐套餐5（原价）,PA99005,外卖筒形薯盒,1.0,pc
快乐套餐6（原价）,SE05002,辣味粉,20.0,g
快乐套餐6（原价）,DR02001,起酥油,20.0,g
快乐套餐6（原价）,PA99023,手套,2.0,pc
快乐套餐6（原价）,PA99004,65oz 桶(含盖),1.0,pc
快乐套餐6（原价）,FR01004,翅根,8.0,pc
快乐套餐6（原价）,DR02002,炸鸡炸粉,20.0,g
快乐套餐6（原价）,PA99016,托盘纸,2.0,pc
快乐套餐6（原价）,PA99001,16A 冷杯,1.0,pc
快乐套餐6（原价）,BE01004,百事可乐原味,25.0,g
快乐套餐6（原价）,PA99024,PLA尖头吸管,1.0,pc
快乐套餐6（原价）,PA99027,哑光塑料封口膜,1.0,pc
快乐套餐6（原价）,SA02001,沙拉酱,15.0,g
快乐套餐6（原价）,PA99017,五合一汉堡纸,1.0,pc
快乐套餐6（原价）,FR01001,无骨方腿腿肉汉堡用,1.0,pc
快乐套餐6（原价）,SA01008,甜辣酱（大包）,10.0,g
快乐套餐6（原价）,DR01001,汉堡面包,1.0,pc
快乐套餐6（原价）,SA01009,番茄酱（大包）,10.0,g
快乐套餐6（原价）,MK01019,生菜,15.0,g
快乐套餐7（原价）,SE05002,辣味粉,20.0,g
快乐套餐7（原价）,DR02001,起酥油,20.0,g
快乐套餐7（原价）,PA99023,手套,2.0,pc
快乐套餐7（原价）,PA99004,65oz 桶(含盖),1.0,pc
快乐套餐7（原价）,FR01004,翅根,8.0,pc
快乐套餐7（原价）,DR02002,炸鸡炸粉,10.0,g
快乐套餐7（原价）,PA99016,托盘纸,2.0,pc
快乐套餐7（原价）,PA99001,16A 冷杯,1.0,pc
快乐套餐7（原价）,BE01004,百事可乐原味,25.0,g
快乐套餐7（原价）,PA99024,PLA尖头吸管,1.0,pc
快乐套餐7（原价）,PA99027,哑光塑料封口膜,1.0,pc
快乐套餐7（原价）,SA02001,沙拉酱,15.0,g
快乐套餐7（原价）,PA99025,一次性餐包,1.0,pc
快乐套餐7（原价）,PA99034,食安封签,1.0,pc
快乐套餐7（原价）,DR01001,汉堡面包,1.0,pc
快乐套餐7（原价）,PA99017,五合一汉堡纸,1.0,pc
快乐套餐7（原价）,FR01001,无骨方腿腿肉汉堡用,1.0,pc
快乐套餐7（原价）,SA01013,番茄酱（小包）,1.0,pc
快乐套餐7（原价）,MK01019,生菜,15.0,g
快乐套餐7（原价）,SE05001,BBQ酱,15.0,g
快乐套餐7（原价）,SA01009,番茄酱（大包）,10.0,g
快乐套餐8,SE05002,辣味粉,10.0,g
快乐套餐8,DR02001,起酥油,20.0,g
快乐套餐8,PA99023,手套,1.0,pc
快乐套餐8,PA99004,65oz 桶(含盖),1.0,pc
快乐套餐8,FR01004,翅根,8.0,pc
快乐套餐8,DR02002,炸鸡炸粉,20.0,g
快乐套餐8,PA99016,托盘纸,1.0,pc
快乐套餐8,PA99020,单杯袋,1.0,pc
快乐套餐8,PA99001,16A 冷杯,1.0,pc
快乐套餐8,BE01004,百事可乐原味,25.0,g
快乐套餐8,PA99024,PLA尖头吸管,1.0,pc
快乐套餐8,PA99027,哑光塑料封口膜,1.0,pc
快乐套餐8,PA99008,4#全鸡袋,1.0,pc
快乐套餐8,FR03001,8寸面饼,1.0,pc
快乐套餐8,PA99019,打包袋 (大号),1.0,pc
快乐套餐8,PA99025,一次性餐包,1.0,pc
快乐套餐8,PA99017,五合一汉堡纸,1.0,pc
快乐套餐8,SA01003,甜辣酱（小包）,1.0,pc
快乐套餐8,FR01001,无骨方腿腿肉汉堡用,1.0,pc
快乐套餐8,SA01004,番茄酱 （小包）,1.0,pc
快乐套餐8,MK01019,生菜,15.0,g
快乐套餐8,PA99035,小船盒,1.0,pc
快乐套餐8,SA02001,沙拉酱,15.0,g
快乐套餐8,SA01009,番茄酱（大包）,10.0,g
快乐套餐8,SA01008,甜辣酱（大包）,10.0,g
快乐套餐8,BE01002,百事七喜,1.0,g
快乐套餐8,BE01001,百事零度,1.0,g
快乐套餐8(原价),SE05002,辣味粉,10.0,g
快乐套餐8(原价),DR02001,起酥油,20.0,g
快乐套餐8(原价),PA99023,手套,2.0,pc
快乐套餐8(原价),PA99004,65oz 桶(含盖),1.0,pc
快乐套餐8(原价),FR01004,翅根,8.0,pc
快乐套餐8(原价),DR02002,炸鸡炸粉,20.0,g
快乐套餐8(原价),PA99016,托盘纸,2.0,pc
快乐套餐8(原价),PA99001,16A 冷杯,1.0,pc
快乐套餐8(原价),BE01004,百事可乐原味,25.0,g
快乐套餐8(原价),PA99024,PLA尖头吸管,1.0,pc
快乐套餐8(原价),PA99027,哑光塑料封口膜,1.0,pc
快乐套餐8(原价),SA02001,沙拉酱,15.0,g
快乐套餐8(原价),PA99017,五合一汉堡纸,1.0,pc
快乐套餐8(原价),FR03001,8寸面饼,1.0,pc
快乐套餐8(原价),SA01009,番茄酱（大包）,10.0,g
快乐套餐8(原价),MK01019,生菜,15.0,g
快乐套餐8(原价),FR01001,无骨方腿腿肉汉堡用,1.0,pc
快乐套餐8(原价),SA01008,甜辣酱（大包）,10.0,g
手枪腿套餐,FR01005,翅中,2.0,pc
手枪腿套餐,SE05002,辣味粉,10.0,g
手枪腿套餐,DR02001,起酥油,10.0,g
手枪腿套餐,PA99023,手套,1.0,pc
手枪腿套餐,DR02002,炸鸡炸粉,10.0,g
手枪腿套餐,SA01008,辣椒酱（大包）,10.0,g
手枪腿套餐,SA01009,番茄酱（大包）,10.0,g
手枪腿套餐,PA99016,托盘纸,1.0,pc
手枪腿套餐,PA99006,中薯盒,1.0,pc
手枪腿套餐,FR02001,薯条细款7mm,150.0,g
手枪腿套餐,DR06002,盐,1.0,g
手枪腿套餐,SE01001,腌泡粉,5.0,g
手枪腿套餐,FR01002,手枪腿,1.0,pc
手枪腿套餐,PA99001,16A 冷杯,1.0,pc
手枪腿套餐,PA99024,PLA尖头吸管,1.0,pc
手枪腿套餐,BE01004,百事可乐原味,25.0,g
拉番茄4,FR05001,十块鸡,3.0,pc
拉番茄套餐1,CK02004,肉丁（原味米花）,12.0,pc
拉番茄套餐1,DR02001,J起酥油,20.0,g
拉番茄套餐1,PA99003,鸡米花盒,1.0,pc
拉番茄套餐1,PA99016,托盘纸,1.0,pc
拉番茄套餐1,PA99023,一次性手套,2.0,pc
拉番茄套餐1,SA01008,辣椒酱（大包）,10.0,g
拉番茄套餐1,SA01009,番茄酱（大包）,10.0,g
拉番茄套餐1,SE05004,辣番茄调味料,10.0,g
拉番茄套餐1,PA99020,单杯袋,2.0,pc
