商品名称,物品编号,物品名称,单耗,单位
脆鸡桶2（10只鸡翅）,DR02001,起酥油,10.0,g
脆鸡桶2（10只鸡翅）,PA99023,手套,1.0,pc
脆鸡桶2（10只鸡翅）,FR01004,翅根,10.0,pc
脆鸡桶2（10只鸡翅）,DR02002,炸鸡炸粉,10.0,g
脆鸡桶2（10只鸡翅）,SA01008,甜辣酱（大包）,10.0,g
脆鸡桶2（10只鸡翅）,SA01009,番茄酱（大包）,10.0,g
脆鸡桶2（10只鸡翅）,PA99016,托盘纸,1.0,pc
香辣脆皮鸡 2件,FR05001,十块鸡,2.0,pc
香辣脆皮鸡 2件,DR02001,起酥油,10.0,g
香辣脆皮鸡 2件,DR02002,炸鸡炸粉,10.0,g
香辣脆皮鸡 2件,SA01009,番茄酱（大包）,10.0,g
香辣脆皮鸡 2件,SA01008,甜辣酱（大包）,10.0,g
香辣脆皮鸡 2件,PA99016,托盘纸,1.0,pc
香辣脆皮鸡 2件,PA99023,手套,1.0,pc
套餐四款香辣（旧）,SA02001,沙拉酱,30.0,g
套餐四款香辣（旧）,FR03001,8寸面饼,1.0,pc
套餐四款香辣（旧）,PA99017,五合一汉堡纸,2.0,pc
套餐四款香辣（旧）,FR01001,无骨方腿腿肉汉堡用,2.0,pc
套餐四款香辣（旧）,MK01019,生菜,30.0,g
套餐四款香辣（旧）,PA99006,中薯盒,1.0,pc
套餐四款香辣（旧）,FR02001,薯条细款7mm,150.0,g
套餐四款香辣（旧）,DR02001,起酥油,10.0,g
套餐四款香辣（旧）,SA01008,辣椒酱（大包）,10.0,g
套餐四款香辣（旧）,SA01009,番茄酱（大包）,10.0,g
套餐四款香辣（旧）,DR06002,盐,1.0,g
套餐四款香辣（旧）,FR01003,鸡腿,1.0,pc
套餐四款香辣（旧）,PA99001,16A 冷杯,2.0,pc
套餐四款香辣（旧）,PA99024,PLA尖头吸管,2.0,pc
套餐四款香辣（旧）,BE01002,百事七喜,50.0,g
套餐四款香辣（旧）,PA99020,单杯袋,2.0,pc
套餐四款香辣（旧）,PA99027,哑光塑料封口膜,2.0,pc
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,CK01002,鸡块,5.0,pc
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,DR02001,起酥油,10.0,g
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,PA99013,小纸袋,1.0,pc
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,PA99016,托盘纸,1.0,pc
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,SA01009,番茄酱（大包）,10.0,g
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,SA01008,甜辣酱（大包）,10.0,g
[Flash Menu] โปรต้อนรับ White Day แลกซื้อสุดคุ้ม!,PA99023,手套,1.0,pc
脆皮鸡肉汉堡 旧价格,SA02001,沙拉酱,15.0,g
脆皮鸡肉汉堡 旧价格,DR01001,汉堡面包,1.0,pc
脆皮鸡肉汉堡 旧价格,PA99017,五合一汉堡纸,1.0,pc
脆皮鸡肉汉堡 旧价格,FR01007,鸡柳,1.0,pc
脆皮鸡肉汉堡 旧价格,MK01019,生菜,15.0,g
烤鸡汉堡 旧价格,FR01001,无骨方腿腿肉汉堡用,1.0,pc
烤鸡汉堡 旧价格,SE05002,辣味粉,10.0,g
烤鸡汉堡 旧价格,VE00002,Lettuce,15.0,g
烤鸡汉堡 旧价格,SA02001,沙拉酱,15.0,g
烤鸡汉堡 旧价格,DR01001,汉堡面包,1.0,pc
烤鸡汉堡 旧价格,PA99017,五合一汉堡纸,1.0,pc
烤鸡汉堡 旧价格,PA99034,食安封签,1.0,pc
烤鸡汉堡 旧价格,PA99016,托盘纸,1.0,pc
烤鸡汉堡 旧价格,PA99023,手套,1.0,pc
烤鸡汉堡 旧价格,SA01009,番茄酱（大包）,10.0,g
烤鸡汉堡 旧价格,SA01008,甜辣酱（大包）,10.0,g
丰盛3款辛辣老味套餐,PA99001,16A 冷杯,1.0,pc
丰盛3款辛辣老味套餐,PA99024,PLA尖头吸管,1.0,pc
丰盛3款辛辣老味套餐,BE01002,百事七喜,25.0,g
丰盛3款辛辣老味套餐,PA99020,单杯袋,1.0,pc
丰盛3款辛辣老味套餐,PA99027,哑光塑料封口膜,1.0,pc
丰盛3款辛辣老味套餐,SA02001,沙拉酱,15.0,g
丰盛3款辛辣老味套餐,DR01001,汉堡面包,1.0,pc
丰盛3款辛辣老味套餐,PA99017,五合一汉堡纸,1.0,pc
丰盛3款辛辣老味套餐,FR01001,无骨方腿腿肉汉堡用,1.0,pc
丰盛3款辛辣老味套餐,MK01019,生菜,15.0,g
丰盛3款辛辣老味套餐,SE05002,辣味粉,10.0,g
丰盛3款辛辣老味套餐,FR01004,翅根,8.0,pc
丰盛3款辛辣老味套餐,SA01003,甜辣酱（小包）,1.0,pc
丰盛3款辛辣老味套餐,SA01004,番茄酱 （小包）,1.0,pc
满足套餐 1 辣味 旧,PA99001,16A 冷杯,1.0,pc
满足套餐 1 辣味 旧,PA99024,PLA尖头吸管,1.0,pc
满足套餐 1 辣味 旧,BE01002,百事七喜,25.0,g
满足套餐 1 辣味 旧,PA99020,单杯袋,1.0,pc
满足套餐 1 辣味 旧,PA99027,哑光塑料封口膜,1.0,pc
满足套餐 1 辣味 旧,FR01003,鸡腿,1.0,pc
满足套餐 1 辣味 旧,DR02002,炸鸡炸粉,10.0,g
满足套餐 1 辣味 旧,DR02001,起酥油,10.0,g
满足套餐 1 辣味 旧,SE05002,辣味粉,10.0,g
满足套餐 1 辣味 旧,SA01003,甜辣酱（小包）,1.0,pc
满足套餐 1 辣味 旧,SA01004,番茄酱 （小包）,1.0,pc
[僅限商店12] 檸檬水 - 線路優惠券,BE02002,Lemonade Powder,14.0,g
[僅限商店12] 檸檬水 - 線路優惠券,PA99001,16A 冷杯,1.0,pc
[僅限商店12] 檸檬水 - 線路優惠券,PA99024,PLA pointed straw_หลอดพลาสติกปลายแหลม,1.0,pc
[僅限商店12] 檸檬水 - 線路優惠券,PA99027,哑光塑料封口膜,1.0,pc
抹茶冰淇凌,DE01006,抹茶冰激凌粉,30.0,g
抹茶冰淇凌,PA01003,冰淇凌杯,1.0,pc
烤鸡切块（大份）,FR05001,十块鸡,1.0,pc
烤鸡切块（大份）,SE05001,BBQ酱,10.0,g
烤鸡切块（大份）,DR02002,炸鸡炸粉,10.0,g
烤鸡切块（大份）,DR02001,起酥油,10.0,g
烤鸡切块（大份）,FR02001,薯条细款7mm,150.0,g
炸鸡部位拼盘（吃得满足）,FR05001,十块鸡,1.0,pc
炸鸡部位拼盘（吃得满足）,SE05001,BBQ酱,15.0,g
炸鸡部位拼盘（吃得满足）,DR02002,炸鸡炸粉,10.0,g
炸鸡部位拼盘（吃得满足）,DR02001,起酥油,10.0,g
鸡块（电影票折扣）,PA99006,中薯盒,1.0,pc
鸡块（电影票折扣）,FR02001,薯条细款7mm,150.0,g
鸡块（电影票折扣）,DR02001,起酥油,10.0,g
鸡块（电影票折扣）,SA01008,辣椒酱（大包）,10.0,g
鸡块（电影票折扣）,SA01009,番茄酱（大包）,10.0,g
鸡块（电影票折扣）,DR06002,盐,1.0,g
鸡块（电影票折扣）,PA99017,五合一汉堡纸,1.0,pc
鸡块（电影票折扣）,FR01007,鸡柳,1.0,pc
炸鸡排汉堡,SA02001,沙拉酱,15.0,g
炸鸡排汉堡,DR01001,汉堡面包,1.0,pc
炸鸡排汉堡,PA99017,五合一汉堡纸,1.0,pc
炸鸡排汉堡,FR01007,鸡柳,1.0,pc
炸鸡排汉堡,MK01019,生菜,15.0,g
炸鸡排汉堡,DR02002,炸鸡炸粉,10.0,g
炸鸡排汉堡,DR02001,起酥油,10.0,g
鸡排汉堡,SA02001,沙拉酱,15.0,g
鸡排汉堡,DR01001,汉堡面包,1.0,pc
鸡排汉堡,PA99017,五合一汉堡纸,1.0,pc
鸡排汉堡,FR01007,鸡柳,1.0,pc
鸡排汉堡,MK01019,生菜,15.0,g
鸡排汉堡,DR02002,炸鸡炸粉,10.0,g
鸡排汉堡,DR02001,起酥油,10.0,g
辣番茄鸡肉棒,SA02001,沙拉酱,15.0,g
辣番茄鸡肉棒,FR03001,8寸面饼,1.0,pc
辣番茄鸡肉棒,PA99017,五合一汉堡纸,1.0,pc
辣番茄鸡肉棒,CK02003,鸡棒,5.0,pc
辣番茄鸡肉棒,MK01019,生菜,15.0,g
辣番茄鸡肉棒,DE01011,辣番茄粉,5.0,g
经典4人满足套餐 旧款,SA02001,沙拉酱,30.0,g
经典4人满足套餐 旧款,FR03001,8寸面饼,1.0,pc
经典4人满足套餐 旧款,PA99017,五合一汉堡纸,2.0,pc
经典4人满足套餐 旧款,FR01001,无骨方腿腿肉汉堡用,2.0,pc
经典4人满足套餐 旧款,MK01019,生菜,30.0,g
经典4人满足套餐 旧款,PA99006,中薯盒,1.0,pc
经典4人满足套餐 旧款,FR02001,薯条细款7mm,150.0,g
经典4人满足套餐 旧款,DR02001,起酥油,10.0,g
经典4人满足套餐 旧款,SA01008,辣椒酱（大包）,10.0,g
经典4人满足套餐 旧款,SA01009,番茄酱（大包）,10.0,g
经典4人满足套餐 旧款,DR06002,盐,1.0,g
经典4人满足套餐 旧款,FR01003,鸡腿,1.0,pc
经典4人满足套餐 旧款,PA99001,16A 冷杯,2.0,pc
经典4人满足套餐 旧款,PA99024,PLA尖头吸管,2.0,pc
经典4人满足套餐 旧款,BE01002,百事七喜,50.0,g
经典4人满足套餐 旧款,PA99020,单杯袋,2.0,pc
经典4人满足套餐 旧款,PA99027,哑光塑料封口膜,2.0,pc
โปรคู่จิ้น (ไก่กรอบจัมโบ้+ไก่อบจัมโบ้),PA99023,手套,1.0,pc
โปรคู่จิ้น (ไก่กรอบจัมโบ้+ไก่อบจัมโบ้),FR05001,十块鸡,2.0,pc
โปรคู่จิ้น (ไก่กรอบจัมโบ้+ไก่อบจัมโบ้),DR02001,起酥油,10.0,g
โปรคู่จิ้น (ไก่กรอบจัมโบ้+ไก่อบจัมโบ้),SA01003,甜辣酱（小包）,1.0,pc
โปรคู่จิ้น (ไก่กรอบจัมโบ้+ไก่อบจัมโบ้),SA01004,番茄酱 （小包）,1.0,pc
โปรคู่จิ้น (ไก่กรอบจัมโบ้+ไก่อบจัมโบ้),DR02002,炸鸡炸粉,10.0,g
โปรคู่จิ้น (ไก่กรอบจัมโบ้+ไก่อบจัมโบ้),PA99012,小号方底袋,1.0,pc
โปรคู่จิ้น (ไก่กรอบจัมโบ้+ไก่อบจัมโบ้),PA99018,打包袋 (小号),1.0,pc
โปรคู่จิ้น (ไก่กรอบจัมโบ้+ไก่อบจัมโบ้),SE01001,腌泡粉,10.0,g
โปรคู่จิ้น (ไก่กรอบจัมโบ้+ไก่อบจัมโบ้),PA99013,小纸袋,1.0,pc
套餐满足1经典  旧,FR01003,鸡腿,1.0,pc
套餐满足1经典  旧,PA99001,16A 冷杯,1.0,pc
套餐满足1经典  旧,PA99024,PLA尖头吸管,1.0,pc
套餐满足1经典  旧,BE01002,百事七喜,25.0,g
套餐满足1经典  旧,PA99020,单杯袋,1.0,pc
套餐满足1经典  旧,PA99027,哑光塑料封口膜,1.0,pc
套餐满足1经典  旧,DR02002,炸鸡炸粉,10.0,g
套餐满足1经典  旧,DR02001,起酥油,10.0,g
套餐满足1经典  旧,SE01001,腌泡粉,15.0,g
套餐满足1经典  旧,PA99023,手套,1.0,pc
加料：合艾炸鸡 4块（中段翅）,DR02001,Shortenning,15.0,g
加料：合艾炸鸡 4块（中段翅）,FR01005,Middle wing,4.0,pc
加料：合艾炸鸡 4块（中段翅）,MK01017,Chicken Sauce,30.0,g
加料：合艾炸鸡 4块（中段翅）,PA01005,Chicken Sauce Cup,1.0,pc
加料：合艾炸鸡 4块（中段翅）,PA99016,托盘纸,1.0,pc
加料：合艾炸鸡 4块（中段翅）,PA99023,手套,1.0,pc
加料：合艾炸鸡 4块（中段翅）,PA99036,Small Lunch Box,1.0,pc
加料：合艾炸鸡 4块（中段翅）,SA01001,Sweet chili sauce,30.0,g
加料：合艾炸鸡 4块（中段翅）,SA01002,Tomato sauce,30.0,g
加料：合艾炸鸡 4块（中段翅）,SE05002,Hot & Spicy Marinade Powder,10.0,g
整隻脆皮雞,DR02001,起酥油,10.0,g
整隻脆皮雞,PA99017,五合一汉堡纸,1.0,pc
整隻脆皮雞,SE01001,腌泡粉,15.0,g
整隻脆皮雞,PA99023,手套,1.0,pc
整隻脆皮雞,DR02002,炸鸡炸粉,10.0,g
整隻脆皮雞,SA01008,辣椒酱（大包）,30.0,g
整隻脆皮雞,SA01009,番茄酱（大包）,30.0,g
整隻脆皮雞,CK01001,整鸡,1.0,pc
整隻脆皮雞,PA99016,托盘纸,1.0,pc
整隻烤雞,DR02001,起酥油,10.0,g
整隻烤雞,PA99017,五合一汉堡纸,1.0,pc
整隻烤雞,SE01001,腌泡粉,15.0,g
整隻烤雞,PA99023,手套,1.0,pc
整隻烤雞,DR02002,炸鸡炸粉,10.0,g
整隻烤雞,SA01008,辣椒酱（大包）,10.0,g
整隻烤雞,SA01009,番茄酱（大包）,10.0,g
整隻烤雞,CK01001,整鸡,1.0,pc
整隻烤雞,PA99016,托盘纸,1.0,pc
整隻烤雞,SE05001,BBQ酱,15.0,g
[限时优惠] 第47分店-烤桶鸡,FR01004,翅根,8.0,pc
[限时优惠] 第47分店-烤桶鸡,PA99004,65oz 桶(含盖),1.0,pc
[限时优惠] 第47分店-烤桶鸡,PA99016,托盘纸,1.0,pc
[限时优惠] 第47分店-烤桶鸡,DR02001,起酥油,10.0,g
[限时优惠] 第47分店-烤桶鸡,SE01001,腌泡粉,15.0,g
[限时优惠] 第47分店-烤桶鸡,DR02002,炸鸡炸粉,10.0,g
[限时优惠] 第47分店-烤桶鸡,SA01008,辣椒酱（大包）,10.0,g
[限时优惠] 第47分店-烤桶鸡,SA01009,番茄酱（大包）,10.0,g
鸡肉辣味汉堡 5折优惠 - 15/03/69,SA02001,沙拉酱,15.0,g
鸡肉辣味汉堡 5折优惠 - 15/03/69,DR01001,汉堡面包,1.0,pc
鸡肉辣味汉堡 5折优惠 - 15/03/69,PA99017,五合一汉堡纸,1.0,pc
鸡肉辣味汉堡 5折优惠 - 15/03/69,FR01001,无骨方腿腿肉汉堡用,1.0,pc
鸡肉辣味汉堡 5折优惠 - 15/03/69,MK01019,生菜,15.0,g
埃克萊爾音樂節 - 辣味雞肉漢堡,SA02001,沙拉酱,15.0,g
埃克萊爾音樂節 - 辣味雞肉漢堡,DR01001,汉堡面包,1.0,pc
埃克萊爾音樂節 - 辣味雞肉漢堡,PA99017,五合一汉堡纸,1.0,pc
埃克萊爾音樂節 - 辣味雞肉漢堡,FR01001,无骨方腿腿肉汉堡用,1.0,pc
埃克萊爾音樂節 - 辣味雞肉漢堡,MK01019,生菜,15.0,g
鼓槌,DR02001,Shortening,15.0,g
鼓槌,DR02002,Flour,5.0,g
鼓槌,FR01003,Drumstick,1.0,pc
鼓槌,PA99016,托盘纸,1.0,pc
鼓槌,PA99023,手套,1.0,pc
鼓槌,PA99035,Boat tray,1.0,pc
鼓槌,SA01001,Sweet chili sauce,30.0,g
鼓槌,SA01002,Tomato sauce,30.0,g
鼓槌,SE01001,Marinade powder,6.0,g
脆皮全鸡+2杯可乐,PA99001,16A 冷杯,2.0,pc
脆皮全鸡+2杯可乐,BE01004,百事可乐原味,50.0,g
脆皮全鸡+2杯可乐,PA99024,PLA尖头吸管,2.0,pc
脆皮全鸡+2杯可乐,PA99017,五合一汉堡纸,1.0,pc
脆皮全鸡+2杯可乐,DR02001,起酥油,60.0,g
脆皮全鸡+2杯可乐,SE01001,腌泡粉,15.0,g
脆皮全鸡+2杯可乐,PA99023,手套,1.0,pc
脆皮全鸡+2杯可乐,DR02002,炸鸡炸粉,100.0,g
脆皮全鸡+2杯可乐,SA01008,辣椒酱（大包）,30.0,g
脆皮全鸡+2杯可乐,SA01009,番茄酱（大包）,30.0,g
脆皮全鸡+2杯可乐,FR01006,整鸡,1.0,pc
脆皮全鸡+2杯可乐,PA99016,托盘纸,1.0,pc
蜜汁手扒鸡+2杯可乐,PA99017,五合一汉堡纸,1.0,pc
蜜汁手扒鸡+2杯可乐,DR02001,起酥油,10.0,g
蜜汁手扒鸡+2杯可乐,SE01001,腌泡粉,10.0,g
蜜汁手扒鸡+2杯可乐,PA99023,手套,1.0,pc
蜜汁手扒鸡+2杯可乐,PA99007,铝箔全鸡袋,1.0,pc
蜜汁手扒鸡+2杯可乐,SA01008,辣椒酱（大包）,10.0,g
蜜汁手扒鸡+2杯可乐,SA01009,番茄酱（大包）,10.0,g
蜜汁手扒鸡+2杯可乐,FR01006,整鸡,1.0,pc
蜜汁手扒鸡+2杯可乐,SE05001,BBQ酱,15.0,g
蜜汁手扒鸡+2杯可乐,PA99001,16A 冷杯,2.0,pc
蜜汁手扒鸡+2杯可乐,BE01004,百事可乐原味,50.0,g
蜜汁手扒鸡+2杯可乐,PA99024,PLA尖头吸管,2.0,pc
脆皮半鸡套餐,PA99001,16A 冷杯,1.0,pc
脆皮半鸡套餐,BE01004,百事可乐原味,25.0,g
脆皮半鸡套餐,PA99024,PLA尖头吸管,1.0,pc
脆皮半鸡套餐,PA99017,五合一汉堡纸,1.0,pc
脆皮半鸡套餐,DR02001,起酥油,7.5,g
脆皮半鸡套餐,SE01001,腌泡粉,7.5,g
脆皮半鸡套餐,PA99023,手套,1.0,pc
脆皮半鸡套餐,SA01001,甜辣酱（大包）,10.0,g
脆皮半鸡套餐,DR02002,炸鸡炸粉,10.0,g
脆皮半鸡套餐,CK01001,整鸡,0.5,pc
脆皮半鸡套餐,PA99016,托盘纸,1.0,pc
脆皮半鸡套餐,SA01002,番茄酱（大包）,10.0,g
蜜汁手扒半鸡套餐,DR02001,起酥油,7.5,g
蜜汁手扒半鸡套餐,SE01001,腌泡粉,7.5,g
蜜汁手扒半鸡套餐,PA99023,手套,1.0,pc
蜜汁手扒半鸡套餐,SA01001,甜辣酱（大包）,10.0,g
蜜汁手扒半鸡套餐,PA99007,铝箔全鸡袋,1.0,pc
蜜汁手扒半鸡套餐,PA99021,腌制袋,1.0,pc
蜜汁手扒半鸡套餐,CK01001,整鸡,0.5,pc
蜜汁手扒半鸡套餐,SE05001,BBQ酱,15.0,g
蜜汁手扒半鸡套餐,PA99016,托盘纸,1.0,pc
蜜汁手扒半鸡套餐,SA01002,番茄酱（大包）,10.0,g
蜜汁手扒半鸡套餐,PA99001,16A 冷杯,1.0,pc
蜜汁手扒半鸡套餐,BE01004,百事可乐原味,25.0,g
蜜汁手扒半鸡套餐,PA99024,PLA尖头吸管,1.0,pc
超值套餐 1,SA02001,沙拉酱,15.0,g
超值套餐 1,SE05002,辣味粉,10.0,g
超值套餐 1,PA99017,五合一汉堡纸,1.0,pc
超值套餐 1,DR02001,起酥油,10.0,g
超值套餐 1,PA99023,手套,1.0,pc
超值套餐 1,FR01001,无骨方腿腿肉汉堡用,1.0,pc
超值套餐 1,DR02002,炸鸡炸粉,10.0,g
超值套餐 1,SA01008,辣椒酱（大包）,10.0,g
超值套餐 1,SA01009,番茄酱（大包）,10.0,g
超值套餐 1,MK01019,生菜,15.0,g
超值套餐 1,PA99016,托盘纸,1.0,pc
超值套餐 1,PA99019,打包袋 (大号),1.0,pc
超值套餐 1,PA99025,一次性餐包,1.0,pc
超值套餐 1,PA99034,食安封签,1.0,pc
超值套餐 1,SA01013,番茄酱（小包）,1.0,pc
超值套餐 1,SE05001,BBQ酱,3.0,g
超值套餐 1,PA99001,16A 冷杯,1.0,pc
超值套餐 1,BE01004,百事可乐原味,25.0,g
超值套餐 1,PA99024,PLA尖头吸管,1.0,pc
超值套餐 1,FR01005,翅中,1.0,pc
超值套餐 1,SE01001,腌泡粉,10.0,g
超值套餐 1,PA99018,打包袋 (小号),1.0,pc
超值套餐 1,SA01010,辣椒酱（小包）,1.0,pc
超值套餐 1,PA99013,小纸袋,1.0,pc
超值套餐 1,DR01001,汉堡面包,1.0,pc
超值套餐 1,FR01004,翅根,1.0,pc
超值套餐 1,PA99027,哑光塑料封口膜,1.0,pc
超值套餐 2,PA99006,中薯盒,1.0,pc
超值套餐 2,FR02001,薯条细款7mm,150.0,g
超值套餐 2,DR02001,起酥油,10.0,g
超值套餐 2,SA01008,辣椒酱（大包）,10.0,g
超值套餐 2,SA01009,番茄酱（大包）,10.0,g
超值套餐 2,DR06002,盐,1.0,g
超值套餐 2,SA02001,沙拉酱,15.0,g
超值套餐 2,SE05002,辣味粉,8.0,g
超值套餐 2,PA99017,五合一汉堡纸,1.0,pc
超值套餐 2,PA99023,手套,1.0,pc
超值套餐 2,FR01001,无骨方腿腿肉汉堡用,1.0,pc
超值套餐 2,DR02002,炸鸡炸粉,10.0,g
超值套餐 2,MK01019,生菜,15.0,g
超值套餐 2,PA99016,托盘纸,1.0,pc
超值套餐 2,PA99019,打包袋 (大号),1.0,pc
超值套餐 2,PA99025,一次性餐包,1.0,pc
超值套餐 2,PA99034,食安封签,1.0,pc
超值套餐 2,DR01001,汉堡面包,1.0,pc
超值套餐 2,SA01013,番茄酱（小包）,1.0,pc
超值套餐 2,PA99001,16A 冷杯,1.0,pc
超值套餐 2,PA99024,PLA尖头吸管,1.0,pc
超值套餐 2,BE01004,百事可乐原味,25.0,g
超值套餐 2,SE01001,腌泡粉,10.0,g
超值套餐 2,PA99018,打包袋 (小号),1.0,pc
超值套餐 2,PA99013,小纸袋,1.0,pc
超值套餐 2,FR01002,手枪腿,1.0,pc
超值套餐 2,PA99020,单杯袋,1.0,pc
超值套餐 2,PA99027,哑光塑料封口膜,1.0,pc
超值套餐 3,SA02001,沙拉酱,30.0,g
超值套餐 3,SE05002,辣味粉,20.0,g
超值套餐 3,PA99017,五合一汉堡纸,2.0,pc
超值套餐 3,DR02001,起酥油,10.0,g
超值套餐 3,PA99023,手套,1.0,pc
超值套餐 3,FR01001,无骨方腿腿肉汉堡用,2.0,pc
超值套餐 3,DR02002,炸鸡炸粉,10.0,g
超值套餐 3,SA01008,辣椒酱（大包）,10.0,g
超值套餐 3,SA01009,番茄酱（大包）,10.0,g
超值套餐 3,MK01019,生菜,30.0,g
超值套餐 3,PA99016,托盘纸,1.0,pc
超值套餐 3,FR03001,8寸面饼,1.0,pc
超值套餐 3,PA99019,打包袋 (大号),1.0,pc
超值套餐 3,PA99025,一次性餐包,1.0,pc
超值套餐 3,PA99034,食安封签,1.0,pc
超值套餐 3,DR01001,汉堡面包,1.0,pc
超值套餐 3,SA01013,番茄酱（小包）,1.0,pc
超值套餐 3,PA99001,16A 冷杯,1.0,pc
超值套餐 3,BE01004,百事可乐原味,25.0,g
超值套餐 3,PA99024,PLA尖头吸管,1.0,pc
超值套餐 3,SA01003,甜辣酱（小包）,1.0,pc
超值套餐 3,PA99012,小号方底袋,1.0,pc
超值套餐 3,PA99018,打包袋 (小号),1.0,pc
超值套餐 3,SA01004,番茄酱 （小包）,1.0,pc
超值套餐 3,PA99027,哑光塑料封口膜,1.0,pc
超值套餐 3,SE01001,腌泡粉,10.0,g
超值套餐 3,SA01010,辣椒酱（小包）,1.0,pc
超值套餐 4,PA99001,16A 冷杯,1.0,pc
超值套餐 4,PA99024,PLA尖头吸管,1.0,pc
超值套餐 4,BE01004,百事可乐原味,25.0,g
超值套餐 4,CK01002,鸡块,5.0,pc
超值套餐 4,DR02001,起酥油,10.0,g
超值套餐 4,SA01001,甜辣酱（大包）,10.0,g
超值套餐 4,PA99016,托盘纸,1.0,pc
超值套餐 4,SA01002,番茄酱（大包）,10.0,g
超值套餐 4,FR01005,翅中,2.0,pc
超值套餐 4,SE05002,辣味粉,10.0,g
超值套餐 4,PA99023,手套,1.0,pc
超值套餐 4,DR02002,炸鸡炸粉,10.0,g
超值套餐 4,SA01008,辣椒酱（大包）,10.0,g
超值套餐 4,SA01009,番茄酱（大包）,10.0,g
超值套餐 4,PA99008,4#全鸡袋,1.0,pc
超值套餐 4,FR01003,鸡腿,1.0,pc
超值套餐 4,PA99013,小纸袋,1.0,pc
超值套餐 4,PA99006,中薯盒,1.0,pc
超值套餐 4,FR02001,薯条细款7mm,150.0,g
超值套餐 4,DR06002,盐,1.0,g
超值套餐 4,SA02001,沙拉酱,15.0,g
超值套餐 4,PA99017,五合一汉堡纸,1.0,pc
超值套餐 4,FR01001,无骨方腿腿肉汉堡用,1.0,pc
超值套餐 4,MK01019,生菜,15.0,g
超值套餐 4,PA99019,打包袋 (大号),1.0,pc
超值套餐 4,PA99025,一次性餐包,1.0,pc
超值套餐 4,PA99034,食安封签,1.0,pc
超值套餐 4,DR01001,汉堡面包,1.0,pc
超值套餐 4,SA01013,番茄酱（小包）,1.0,pc
双人套餐,SA02001,沙拉酱,30.0,g
双人套餐,PA99017,五合一汉堡纸,2.0,pc
双人套餐,FR03001,8寸面饼,1.0,pc
双人套餐,SA01009,番茄酱（大包）,10.0,g
双人套餐,MK01019,生菜,30.0,g
双人套餐,PA99016,托盘纸,1.0,pc
双人套餐,SE05002,辣味粉,10.0,g
双人套餐,DR02001,起酥油,10.0,g
双人套餐,PA99023,手套,1.0,pc
双人套餐,FR01001,无骨方腿腿肉汉堡用,2.0,pc
双人套餐,DR02002,炸鸡炸粉,10.0,g
双人套餐,SA01008,辣椒酱（大包）,10.0,g
双人套餐,CK02004,肉丁（原味米花）,12.0,pc
双人套餐,PA99003,鸡米花盒,1.0,pc
双人套餐,SA01001,甜辣酱（大包）,10.0,g
双人套餐,SA01002,番茄酱（大包）,10.0,g
双人套餐,CK01002,鸡块,5.0,pc
双人套餐,PA99006,中薯盒,1.0,pc
双人套餐,FR02001,薯条细款7mm,150.0,g
双人套餐,DR06002,盐,1.0,g
双人套餐,PA99001,16A 冷杯,2.0,pc
双人套餐,BE01004,百事可乐原味,50.0,g
双人套餐,PA99024,PLA尖头吸管,2.0,pc
家庭套餐,PA99001,16A 冷杯,3.0,pc
家庭套餐,PA99024,PLA尖头吸管,3.0,pc
家庭套餐,BE01004,百事可乐原味,75.0,g
家庭套餐,PA99008,4#全鸡袋,1.0,pc
家庭套餐,SE05002,辣味粉,10.0,g
家庭套餐,FR01003,鸡腿,1.0,pc
家庭套餐,DR02001,起酥油,10.0,g
家庭套餐,PA99023,手套,1.0,pc
家庭套餐,SA01001,甜辣酱（大包）,10.0,g
家庭套餐,DR02002,炸鸡炸粉,10.0,g
家庭套餐,PA99013,小纸袋,1.0,pc
家庭套餐,PA99016,托盘纸,1.0,pc
家庭套餐,SA01002,番茄酱（大包）,10.0,g
家庭套餐,CK01002,鸡块,5.0,pc
家庭套餐,FR01005,翅中,1.0,pc
家庭套餐,SA01008,辣椒酱（大包）,10.0,g
家庭套餐,SA01009,番茄酱（大包）,10.0,g
家庭套餐,PA99006,中薯盒,1.0,pc
家庭套餐,FR02001,薯条细款7mm,150.0,g
家庭套餐,DR06002,盐,1.0,g
家庭套餐,CK02004,肉丁（原味米花）,12.0,pc
家庭套餐,PA99003,鸡米花盒,1.0,pc
家庭套餐,SA02001,沙拉酱,45.0,g
家庭套餐,PA99017,五合一汉堡纸,3.0,pc
家庭套餐,FR01001,无骨方腿腿肉汉堡用,3.0,pc
家庭套餐,MK01019,生菜,45.0,g
家庭套餐,PA99019,打包袋 (大号),1.0,pc
家庭套餐,PA99025,一次性餐包,1.0,pc
家庭套餐,PA99034,食安封签,1.0,pc
家庭套餐,DR01001,汉堡面包,3.0,pc
家庭套餐,SA01013,番茄酱（小包）,1.0,pc
鸡米花饭套餐,CK02004,肉丁（原味米花）,12.0,pc
鸡米花饭套餐,MK01020,黄瓜片,20.0,g
